TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 19d9f1d4e29eba6388ab9ad9a3e976c6
ERRORS:
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1314.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1317.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1322.
**** Item %ICAION for user (HYNIKS) is repeated in want list for 1769.
**** Item %TSUKUYUMI_FULL_MOON_DOWN_SECOND_EDITION____TSUKUYUMI_SUNRISE_KINGDOM___TSUKUYUMI_CHRONOMASTERS___TSUKUYUMI_SENTINELS___TSUKUYUMI_FULL_MOON_DOWN_FIREBORN_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_LORDS_OF_THE_LOST_SEA_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_SENTINELS_EXPANSION for user (HYNIKS) is repeated in want list for 1771.
**** Item 2042 is repeated in want list for 245.
**** Item 2042 is repeated in want list for 2523.
**** Item 2042 is repeated in want list for 513.
**** Item 2042 is repeated in want list for 520.
**** Item 217 is repeated in want list for 2523.
**** Item 217 is repeated in want list for 513.
**** Item 217 is repeated in want list for 520.
**** Item 2427 is repeated in want list for 2068.
**** Item 2873 is repeated in want list for 2806.
**** Item 2873 is repeated in want list for 2809.
**** Item 2873 is repeated in want list for 2815.
**** Item 2873 is repeated in want list for 2816.
**** Item 2873 is repeated in want list for 2821.
**** Item 2873 is repeated in want list for 2831.
**** Item 2934 is repeated in want list for 2379.
**** Item 2934 is repeated in want list for 2380.
**** Item 2934 is repeated in want list for 2382.
**** Item 2934 is repeated in want list for 2383.
**** Item 2934 is repeated in want list for 2384.
**** Item 2934 is repeated in want list for 2385.
**** Item 2934 is repeated in want list for 2386.
**** Item 2934 is repeated in want list for 2388.
**** Item 2934 is repeated in want list for 2392.
**** Item 2934 is repeated in want list for 2395.
**** Item 2934 is repeated in want list for 2406.
**** Item 2934 is repeated in want list for 2407.
**** Item 2934 is repeated in want list for 2410.
**** Item 2934 is repeated in want list for 2412.
**** Item 2934 is repeated in want list for 2414.
**** Item 2934 is repeated in want list for 2415.
**** Item 2934 is repeated in want list for 2419.
**** Item 2934 is repeated in want list for 2423.
**** Item 834 is repeated in want list for 2042.
**** Item 96 is repeated in want list for 2074.
**** Unknown item %7_WONDERS_DUEL for user (PIOTREKPIOTREK) (1 occurrence)
**** Unknown item %HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_CRISIS_CONTROL_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HISTORICAL_EVENTS for user (YAVI) (4 occurrences)
**** Unknown item %HIGH_FRONTIER_4_ALL for user (YAVI) (2 occurrences)
**** Unknown item %KNOCKDOWN_VOLUME_II_KNOCKDOWN_VOLUME_III for user (MEFIUG) (19 occurrences)
**** Unknown item %WAR_CHEST for user (YOSEK) (1 occurrence)
**** Unknown item 1146, (1 occurrence)
**** Unknown item 12214 (1 occurrence)
**** Unknown item 12230 (1 occurrence)
**** Unknown item 1310, (1 occurrence)
**** Unknown item 1313, (4 occurrences)
**** Unknown item 1372, (4 occurrences)
**** Unknown item 1375, (3 occurrences)
**** Unknown item 1404209 (1 occurrence)
**** Unknown item 1487, (3 occurrences)
**** Unknown item 154 (1 occurrence)
**** Unknown item 155 (3 occurrences)
**** Unknown item 156 (4 occurrences)
**** Unknown item 158 (3 occurrences)
**** Unknown item 159 (1 occurrence)
**** Unknown item 160 (2 occurrences)
**** Unknown item 161 (10 occurrences)
**** Unknown item 1615, (1 occurrence)
**** Unknown item 162 (12 occurrences)
**** Unknown item 1623, (2 occurrences)
**** Unknown item 163 (36 occurrences)
**** Unknown item 1641, (2 occurrences)
**** Unknown item 1658, (4 occurrences)
**** Unknown item 1688, (2 occurrences)
**** Unknown item 1698, (1 occurrence)
**** Unknown item 1753, (1 occurrence)
**** Unknown item 1875, (3 occurrences)
**** Unknown item 1956, (4 occurrences)
**** Unknown item 2019 (10 occurrences)
**** Unknown item 204, (4 occurrences)
**** Unknown item 2043 (15 occurrences)
**** Unknown item 2046, (5 occurrences)
**** Unknown item 2069, (1 occurrence)
**** Unknown item 208, (1 occurrence)
**** Unknown item 2089 (3 occurrences)
**** Unknown item 2092 (2 occurrences)
**** Unknown item 2102, (3 occurrences)
**** Unknown item 211, (2 occurrences)
**** Unknown item 2149, (3 occurrences)
**** Unknown item 2185 (1 occurrence)
**** Unknown item 2187 (1 occurrence)
**** Unknown item 2190 (25 occurrences)
**** Unknown item 2215, (1 occurrence)
**** Unknown item 237, (3 occurrences)
**** Unknown item 2401 (55 occurrences)
**** Unknown item 2434 (1 occurrence)
**** Unknown item 244 (29 occurrences)
**** Unknown item 2440 (40 occurrences)
**** Unknown item 2448 (2 occurrences)
**** Unknown item 2457 (29 occurrences)
**** Unknown item 2459 (2 occurrences)
**** Unknown item 2479 (40 occurrences)
**** Unknown item 24992286 (1 occurrence)
**** Unknown item 266, (1 occurrence)
**** Unknown item 2713 (5 occurrences)
**** Unknown item 2715 (17 occurrences)
**** Unknown item 2730, (2 occurrences)
**** Unknown item 2748 (9 occurrences)
**** Unknown item 2765 (3 occurrences)
**** Unknown item 2947, (1 occurrence)
**** Unknown item 3066 (38 occurrences)
**** Unknown item 386, (4 occurrences)
**** Unknown item 390, (3 occurrences)
**** Unknown item 430 (12 occurrences)
**** Unknown item 560, (2 occurrences)
**** Unknown item 631 (1 occurrence)
**** Unknown item 638 (1 occurrence)
**** Unknown item 660, (4 occurrences)
**** Unknown item 681, (3 occurrences)
**** Unknown item 755, (4 occurrences)
**** Unknown item 781 (58 occurrences)
**** Unknown item 782 (56 occurrences)
**** Unknown item 844 (1 occurrence)
**** Unknown item 863, (3 occurrences)
**** Unknown item LOST_RUINS_OF_ARNAK (6 occurrences)
**** Unknown item THESAUROS (1 occurrence)

TRADE LOOPS (498 total trades):

(DOMBAS) 2298          receives (LISEK2000) 1944
(VORONWE) 1617         receives (HARUN) 1830           and sends to (KEROVAN14) 233
(VORONWE) 1618         receives (PANCOR) 2682          and sends to (KEROVAN14) 2565
(VORONWE) 1619                     does not trade
(VORONWE) 1620         receives (MARBEL) 397           and sends to (GRZECHOO104) 2744
(VORONWE) 1621                     does not trade
(VORONWE) 1622                     does not trade
(VORONWE) 1623         receives (YNIDHOGG) 2483        and sends to (ZABOWSKI) 872
(VORONWE) 1624                     does not trade
(VOYDEN) 2700          receives (SCRABER) 1381         and sends to (MELUSINA) 2572
(VOYDEN) 2701                      does not trade
(VOYDEN) 2703                      does not trade
(VOYDEN) 2705                      does not trade
(VOYDEN) 2706                      does not trade
(VOYDEN) 2709                      does not trade
(VOYDEN) 2710                      does not trade
(VOYDEN) 2712                      does not trade
(VOYDEN) 2714                      does not trade
(VOYDEN) 2716          receives (RAFAL1991) 709        and sends to (KARTMAN7) 1304
(VOYDEN) 2719                      does not trade
(VOYDEN) 2720                      does not trade
(VOYDEN) 2722                      does not trade
(VOYDEN) 2724                      does not trade
(VOYDEN) 2727                      does not trade
(VOYDEN) 2730                      does not trade
(VOYDEN) 2732                      does not trade
(VOYDEN) 2734                      does not trade
(VOYDEN) 2740                      does not trade
(VOYDEN) 2747                      does not trade
(VOYDEN) 2749                      does not trade
(VOYDEN) 2753                      does not trade
(VOYDEN) 2756                      does not trade
(VOYDEN) 2758                      does not trade
(VOYDEN) 2759                      does not trade
(VOYDEN) 2766                      does not trade
(VOYDEN) 2767                      does not trade
(VOYDEN) 2768                      does not trade
(VOYDEN) 2769                      does not trade
(VOYDEN) 2771                      does not trade
(VOYDEN) 2772          receives (ANOPTICHTYS) 322      and sends to (GARG) 2211
(VOYDEN) 2773          receives (MARBEL) 431           and sends to (WARRTAIN) 971
(VOYDEN) 2775                      does not trade
(VOYDEN) 2777                      does not trade
(VOYDEN) 2780                      does not trade
(VOYDEN) 2782                      does not trade
(VOYDEN) 2783                      does not trade
(VOYDEN) 2786                      does not trade
(VOYDEN) 2788                      does not trade
(VOYDEN) 2790                      does not trade
(VOYDEN) 2792                      does not trade
(VOYDEN) 2793                      does not trade
(VOYDEN) 2796          receives (PATRYKGALKA) 266      and sends to (BARTXX86) 868
(VOYDEN) 2797                      does not trade
(VOYDEN) 2800                      does not trade
(VOYDEN) 2801                      does not trade
(VOYDEN) 2803                      does not trade
(VOYDEN) 2805                      does not trade
(VOYDEN) 2808                      does not trade
(WAMPIK) 2354                      does not trade
(WAMPIK) 2355                      does not trade
(WARENHARI) 1472                   does not trade
(WARENHARI) 1473                   does not trade
(WARENHARI) 1474                   does not trade
(WARENHARI) 1475                   does not trade
(WARENHARI) 1476                   does not trade
(WARENHARI) 1477                   does not trade
(WARENHARI) 1478                   does not trade
(WARENHARI) 1479                   does not trade
(WARENHARI) 1480                   does not trade
(WARRTAIN) 970                     does not trade
(WARRTAIN) 971         receives (VOYDEN) 2773          and sends to (MAGUN071) 1499
(WARRTAIN) 972                     does not trade
(WARRTAIN) 973                     does not trade
(WARRTAIN) 974                     does not trade
(WILCZELYKO) 2105      receives (UNKNOWN0) 850         and sends to (FURAN) 860
(WILCZELYKO) 2113                  does not trade
(WILCZELYKO) 2126                  does not trade
(WINSTER) 1002                     does not trade
(WINSTER) 1003                     does not trade
(WINSTER) 1005         receives (REKAWIAN) 1604        and sends to (RUSTY3000) 520
(WINSTER) 1006                     does not trade
(WINSTER) 1007                     does not trade
(WINSTER) 1008                     does not trade
(WINSTER) 1009                     does not trade
(WINSTER) 1011                     does not trade
(WINSTER) 1013         receives (PANCOR) 1146          and sends to (UNKNOWN0) 842
(WINSTER) 1015                     does not trade
(WINSTER) 1018                     does not trade
(WOJCIECHS) 1372                   does not trade
(WOJCIECHS) 1373                   does not trade
(WOJCIECHS) 1375                   does not trade
(WOJCIECHS) 1980                   does not trade
(WOJCIECHS) 1984       receives (PANCOR) 1239          and sends to (BARTJ) 2326
(WOJCIECHS) 1989                   does not trade
(WOJCIECHS) 2613                   does not trade
(WOJCIECHS) 2619                   does not trade
(WOJCIECHS) 2622                   does not trade
(WOJCIECHS) 3061                   does not trade
(WOJCIECHS) 3062                   does not trade
(WOJCIECHS) 573                    does not trade
(WOJCIECHS) 574                    does not trade
(WOJCIECHS) 575                    does not trade
(WOJCIECHS) 577                    does not trade
(WOJCIECHS) 579        receives (KARTMAN7) 1292        and sends to (STACHUSTACH187) 1498
(WOJCIECHS) 581                    does not trade
(WOJCIECHS) 582                    does not trade
(WOJCIECHS) 583                    does not trade
(WOJCIECHS) 585                    does not trade
(WOJCIECHS) 586        receives (ITTAMPL) 578          and sends to (JIMI_) 2474
(WOJCIECHS) 587                    does not trade
(WOJCIECHS) 588                    does not trade
(WOJCIECHS) 589                    does not trade
(WOJCIECHS) 590        receives (NIDHOG) 1103          and sends to (UNKNOWN0) 843
(WOJCIECHS) 592        receives (ITTAMPL) 580          and sends to (PROBBI) 1423
(WOJCIECHS) 593                    does not trade
(WOJCIECHS) 595        receives (PIOTRSZYJKA) 1705     and sends to (MANWEPL) 50
(WOJCIECHS) 596                    does not trade
(WOOL_F) 2663                      does not trade
(WOOL_F) 2672                      does not trade
(WOOL_F) 2678                      does not trade
(WOOL_F) 2684          receives (BAAKA) 626            and sends to (LADZIK) 2791
(WOOL_F) 2686                      does not trade
(WOOL_F) 2687                      does not trade
(WOOL_F) 2689                      does not trade
(WOOL_F) 2693                      does not trade
(WOOL_F) 2699                      does not trade
(WOOL_F) 2704                      does not trade
(WOOL_F) 2729                      does not trade
(WOOL_F) 2743                      does not trade
(WOOL_F) 2752                      does not trade
(WOOL_F) 2761                      does not trade
(WOOL_F) 2770                      does not trade
(WOOL_F) 2785                      does not trade
(WOOL_F) 2795                      does not trade
(WOOL_F) 2799                      does not trade
(WOOL_F) 2804                      does not trade
(WOOL_F) 2807                      does not trade
(WOOL_F) 2810                      does not trade
(WOOL_F) 2812                      does not trade
(WOOL_F) 2814          receives (NIDHOG) 1091          and sends to (TENCZ) 1627
(WOOL_F) 2819                      does not trade
(WOOL_F) 2822                      does not trade
(WOOL_F) 2824                      does not trade
(WOOL_F) 2826                      does not trade
(WOOL_F) 2844          receives (MELUSINA) 178         and sends to (PATRYKGALKA) 263
(WOOL_F) 2850          receives (GARG) 2179            and sends to (ISKRANAPROCHY) 691
(WOOL_F) 2853                      does not trade
(WOOL_F) 2856                      does not trade
(WOOL_F) 2860          receives (PANCOR) 1261          and sends to (CAFFREYRLS) 2046
(WOOL_F) 2865                      does not trade
(WOOL_F) 2869                      does not trade
(WOOL_F) 2876                      does not trade
(WOOL_F) 2881                      does not trade
(WOOL_F) 2883                      does not trade
(WOOL_F) 2885                      does not trade
(WOOL_F) 2888                      does not trade
(WOOL_F) 2892                      does not trade
(WOOL_F) 2897                      does not trade
(WOOL_F) 2906          receives (MELUSINA) 179         and sends to (BARTXX86) 672
(WOTHAN) 1677                      does not trade
(WOTHAN) 1678                      does not trade
(WOTHAN) 1679                      does not trade
(WOTHAN) 1680                      does not trade
(WUDUPIPOL) 1374       receives (LADZIK) 2791          and sends to (LIMPINGMAN) 1757
(WUDUPIPOL) 1376                   does not trade
(WUDUPIPOL) 3044       receives (TOPBGG) 1361          and sends to (JINGOWAWA) 1314
(YAVI) 2469            receives (LEINADUS) 2344        and sends to (EMGIEER) 1839
(YAVI) 2470                        does not trade
(YAVI) 2473                        does not trade
(YAVI) 2475                        does not trade
(YAVI) 2476                        does not trade
(YAVI) 2477                        does not trade
(YNIDHOGG) 2403                    does not trade
(YNIDHOGG) 2404                    does not trade
(YNIDHOGG) 2409        receives (ZIEZIOR) 516          and sends to (GINET1) 2934
(YNIDHOGG) 2411                    does not trade
(YNIDHOGG) 2413                    does not trade
(YNIDHOGG) 2416                    does not trade
(YNIDHOGG) 2417                    does not trade
(YNIDHOGG) 2420                    does not trade
(YNIDHOGG) 2424                    does not trade
(YNIDHOGG) 2426                    does not trade
(YNIDHOGG) 2429                    does not trade
(YNIDHOGG) 2432                    does not trade
(YNIDHOGG) 2436                    does not trade
(YNIDHOGG) 2437                    does not trade
(YNIDHOGG) 2443        receives (LADZIK) 2784          and sends to (EWAO) 591
(YNIDHOGG) 2450        receives (CAFFREYRLS) 2066      and sends to (KLANCYG) 511
(YNIDHOGG) 2452                    does not trade
(YNIDHOGG) 2454                    does not trade
(YNIDHOGG) 2460                    does not trade
(YNIDHOGG) 2462                    does not trade
(YNIDHOGG) 2465                    does not trade
(YNIDHOGG) 2467                    does not trade
(YNIDHOGG) 2468                    does not trade
(YNIDHOGG) 2478                    does not trade
(YNIDHOGG) 2480                    does not trade
(YNIDHOGG) 2481        receives (MAJZOWNIK) 1920       and sends to (BANANEQ) 1328
(YNIDHOGG) 2483        receives (LUKI364) 763          and sends to (VORONWE) 1623
(YOORECK) 153          receives (JAKUBWAKIEC) 656      and sends to (PATRYKGALKA) 266
(YOORECK) 947                      does not trade
(YOORECK) 954                      does not trade
(YOSEK) 1855                       does not trade
(YOSEK) 522                        does not trade
(YOSEK) 526                        does not trade
(ZABOWSKI) 1428                    does not trade
(ZABOWSKI) 1429                    does not trade
(ZABOWSKI) 1430                    does not trade
(ZABOWSKI) 1431                    does not trade
(ZABOWSKI) 1432                    does not trade
(ZABOWSKI) 1433                    does not trade
(ZABOWSKI) 1434                    does not trade
(ZABOWSKI) 1435                    does not trade
(ZABOWSKI) 1442                    does not trade
(ZABOWSKI) 1448                    does not trade
(ZABOWSKI) 1450                    does not trade
(ZABOWSKI) 1452                    does not trade
(ZABOWSKI) 1453                    does not trade
(ZABOWSKI) 1454                    does not trade
(ZABOWSKI) 2836        receives (KRASNY853) 2592       and sends to (PANCOR) 1156
(ZABOWSKI) 2839                    does not trade
(ZABOWSKI) 2841        receives (LYNX32) 2838          and sends to (ASPENNR) 1056
(ZABOWSKI) 2843                    does not trade
(ZABOWSKI) 2846        receives (BARTXX86) 674         and sends to (PANCOR) 1211
(ZABOWSKI) 2847                    does not trade
(ZABOWSKI) 2851                    does not trade
(ZABOWSKI) 2962                    does not trade
(ZABOWSKI) 869                     does not trade
(ZABOWSKI) 870         receives (BUKIMI) 62            and sends to (LYNX32) 2886
(ZABOWSKI) 871         receives (FANTAZYN) 658         and sends to (LEINADUS) 2335
(ZABOWSKI) 872         receives (VORONWE) 1623         and sends to (LUKI364) 766
(ZABOWSKI) 873                     does not trade
(ZABOWSKI) 874                     does not trade
(ZABOWSKI) 875         receives (ASYMETRI) 1342        and sends to (SATINO4) 560
(ZABOWSKI) 876         receives (SZAKET) 1689          and sends to (LIMPINGMAN) 1765
(ZABOWSKI) 877                     does not trade
(ZABOWSKI) 878                     does not trade
(ZABOWSKI) 879                     does not trade
(ZABOWSKI) 880                     does not trade
(ZABOWSKI) 881                     does not trade
(ZABOWSKI) 882                     does not trade
(ZABOWSKI) 883                     does not trade
(ZABOWSKI) 884                     does not trade
(ZABOWSKI) 885                     does not trade
(ZABOWSKI) 886                     does not trade
(ZABOWSKI) 887                     does not trade
(ZABOWSKI) 888                     does not trade
(ZABOWSKI) 889                     does not trade
(ZABOWSKI) 890                     does not trade
(ZABOWSKI) 891                     does not trade
(ZABOWSKI) 892         receives (DZANOMARO) 643        and sends to (LUKASHI) 2318
(ZABOWSKI) 893                     does not trade
(ZABOWSKI) 894         receives (DOMBAS) 2298          and sends to (DZIUM8) 1693
(ZABOWSKI) 895                     does not trade
(ZABOWSKI) 896                     does not trade
(ZABOWSKI) 897                     does not trade
(ZABOWSKI) 898                     does not trade
(ZABOWSKI) 899                     does not trade
(ZABOWSKI) 900                     does not trade
(ZABOWSKI) 901                     does not trade
(ZABOWSKI) 902                     does not trade
(ZABOWSKI) 903                     does not trade
(ZABOWSKI) 904                     does not trade
(ZABOWSKI) 905                     does not trade
(ZABOWSKI) 906                     does not trade
(ZABOWSKI) 907                     does not trade
(ZABOWSKI) 908         receives (GROR) 2427            and sends to (LADZIK) 2784
(ZABOWSKI) 909                     does not trade
(ZABOWSKI) 910                     does not trade
(ZABOWSKI) 911                     does not trade
(ZABOWSKI) 912                     does not trade
(ZABOWSKI) 913                     does not trade
(ZABOWSKI) 914                     does not trade
(ZABOWSKI) 915                     does not trade
(ZABOWSKI) 916                     does not trade
(ZABOWSKI) 917                     does not trade
(ZABOWSKI) 918                     does not trade
(ZABOWSKI) 919                     does not trade
(ZABOWSKI) 920                     does not trade
(ZABOWSKI) 921                     does not trade
(ZABOWSKI) 922                     does not trade
(ZABOWSKI) 923                     does not trade
(ZABOWSKI) 924         receives (PUSHEENEIRO) 1025     and sends to (TENCZ) 1625
(ZABOWSKI) 925                     does not trade
(ZABOWSKI) 926                     does not trade
(ZABOWSKI) 927                     does not trade
(ZABOWSKI) 928                     does not trade
(ZABOWSKI) 929                     does not trade
(ZABOWSKI) 930                     does not trade
(ZABOWSKI) 931                     does not trade
(ZABOWSKI) 932                     does not trade
(ZABOWSKI) 933         receives (LEINADUS) 2335        and sends to (AMACHNO) 599
(ZABOWSKI) 934         receives (SCRABER) 1405         and sends to (HAWKU93) 1045
(ZABOWSKI) 935                     does not trade
(ZABOWSKI) 936                     does not trade
(ZABOWSKI) 937                     does not trade
(ZABOWSKI) 938                     does not trade
(ZABOWSKI) 939                     does not trade
(ZABOWSKI) 940                     does not trade
(ZABOWSKI) 941                     does not trade
(ZABOWSKI) 942                     does not trade
(ZABOWSKI) 943                     does not trade
(ZABOWSKI) 944                     does not trade
(ZERTHIN) 1744         receives (BARTMAN71) 2530       and sends to (LUKI364) 764
(ZERTHIN) 1745         receives (RUSTY3000) 520        and sends to (LADZIK) 2789
(ZERTHIN) 1747                     does not trade
(ZIELONESZKIELKO) 790              does not trade
(ZIELONESZKIELKO) 791              does not trade
(ZIELONESZKIELKO) 792              does not trade
(ZIELONESZKIELKO) 793              does not trade
(ZIELONESZKIELKO) 795              does not trade
(ZIELONESZKIELKO) 799              does not trade
(ZIELONESZKIELKO) 851  receives (KOPEC) 406            and sends to (RYSKAL) 1559
(ZIELONESZKIELKO) 852              does not trade
(ZIELONESZKIELKO) 853              does not trade
(ZIELONESZKIELKO) 864              does not trade
(ZIELONESZKIELKO) 867              does not trade
(ZIEZIOR) 514                      does not trade
(ZIEZIOR) 515                      does not trade
(ZIEZIOR) 516          receives (REKAWIAN) 1814        and sends to (YNIDHOGG) 2409
