TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 6575579fb1848a58172e4e399946712e
ERRORS:
**** Item %BONFIRE for user (ISKRANAPROCHY) is repeated in want list for 2619.
**** Item %DARWIN for user (JAGASTR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2275.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2277.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2285.
**** Item %DWERGAR for user (KUSIEN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORGOTTEN_WATERS for user (MARTIXX) is repeated in want list for 1513.
**** Item %FROSTPUNK_ALL_IN for user (POLO15) is repeated in want list for 739.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1557.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1559.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1561.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1564.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1566.
**** Item 1483 is repeated in want list for 2094.
**** Item 1851 is repeated in want list for 820.
**** Item 1851 is repeated in want list for 869.
**** Item 1851 is repeated in want list for 870.
**** Item 1851 is repeated in want list for 871.
**** Item 1851 is repeated in want list for 872.
**** Item 1851 is repeated in want list for 875.
**** Item 1851 is repeated in want list for 879.
**** Item 1851 is repeated in want list for 987.
**** Item 1852 is repeated in want list for 869.
**** Item 1852 is repeated in want list for 870.
**** Item 1852 is repeated in want list for 871.
**** Item 1852 is repeated in want list for 872.
**** Item 1852 is repeated in want list for 875.
**** Item 1852 is repeated in want list for 879.
**** Item 1852 is repeated in want list for 987.
**** Item 1883 is repeated in want list for 820.
**** Item 197 is repeated in want list for 1236.
**** Item 1973 is repeated in want list for 1527.
**** Item 228 is repeated in want list for 869.
**** Item 228 is repeated in want list for 870.
**** Item 228 is repeated in want list for 871.
**** Item 228 is repeated in want list for 872.
**** Item 228 is repeated in want list for 875.
**** Item 228 is repeated in want list for 879.
**** Item 228 is repeated in want list for 987.
**** Item 2291 is repeated in want list for 2108.
**** Item 2496 is repeated in want list for 1236.
**** Item 326 is repeated in want list for 2094.
**** Item 351 is repeated in want list for 1236.
**** Item 432 is repeated in want list for 2215.
**** Item 855 is repeated in want list for 2094.
**** Item 878 is repeated in want list for %ROLL_PLAYER for user (JAGGA68).
**** Unknown item %1700438958179 for user (DGRODO) (2 occurrences)
**** Unknown item %BONFIRE_BONFIRE_TREES_CREATURES for user (GABENS29) (1 occurrence)
**** Unknown item %PANDEMIC_FALL_OF_ROME for user (KURUNIR) (1 occurrence)
**** Unknown item %THE_KING_IS_DEAD_SECOND_EDITION_THE_KING_IS_DEAD_BETRAY_PROMO_CARD for user (LEINADUS) (2 occurrences)
**** Unknown item 042 (1 occurrence)
**** Unknown item 1459 (16 occurrences)
**** Unknown item 1462 (4 occurrences)
**** Unknown item 1464 (1 occurrence)
**** Unknown item 1466 (4 occurrences)
**** Unknown item 1468 (50 occurrences)
**** Unknown item 1757 (11 occurrences)
**** Unknown item 1762 (13 occurrences)
**** Unknown item 1764 (4 occurrences)
**** Unknown item 1766 (8 occurrences)
**** Unknown item 1768 (11 occurrences)
**** Unknown item 2164 (8 occurrences)
**** Unknown item 2167 (6 occurrences)
**** Unknown item 2169 (2 occurrences)
**** Unknown item 2170 (30 occurrences)
**** Unknown item 2172 (29 occurrences)
**** Unknown item 2173 (31 occurrences)
**** Unknown item 2175 (44 occurrences)
**** Unknown item 2179 (48 occurrences)
**** Unknown item 2180 (29 occurrences)
**** Unknown item 2181 (5 occurrences)
**** Unknown item 2182 (7 occurrences)
**** Unknown item 2222 (73 occurrences)
**** Unknown item 2224 (31 occurrences)
**** Unknown item 2225 (39 occurrences)
**** Unknown item 2228 (61 occurrences)
**** Unknown item 2230 (6 occurrences)
**** Unknown item 2249 (45 occurrences)
**** Unknown item 2253 (18 occurrences)
**** Unknown item 2490 (39 occurrences)
**** Unknown item 2492 (1 occurrence)
**** Unknown item 2577 (1 occurrence)
**** Unknown item 2578 (60 occurrences)
**** Unknown item 2580 (16 occurrences)
**** Unknown item 2583 (25 occurrences)
**** Unknown item 2585 (29 occurrences)
**** Unknown item 2588 (2 occurrences)
**** Unknown item 2589 (2 occurrences)
**** Unknown item 2594 (31 occurrences)
**** Unknown item 2595 (14 occurrences)
**** Unknown item 2596 (38 occurrences)
**** Unknown item 308 (70 occurrences)
**** Unknown item 309 (6 occurrences)
**** Unknown item 310 (63 occurrences)
**** Unknown item 311 (5 occurrences)
**** Unknown item 312 (107 occurrences)
**** Unknown item 394 (33 occurrences)
**** Unknown item 559 (4 occurrences)

TRADE LOOPS (715 total trades):

(_SLY_) 451            receives (ANOPTICHTYS) 1614
(SWIROFF) 887          receives (PATRYKGALKA) 160      and sends to (PEPER777) 976
(SWIROFF) 889                      does not trade
(SWIROFF) 890                      does not trade
(SWIROFF) 891                      does not trade
(SWIROFF) 892                      does not trade
(SWIROFF) 893                      does not trade
(SWIROFF) 895          receives (RUTRA1992) 1293       and sends to (GABENS29) 1469
(SWIROFF) 896                      does not trade
(SWIROFF) 898                      does not trade
(SWIROFF) 902                      does not trade
(SWIROFF) 905                      does not trade
(SWIROFF) 922          receives (RODAN77) 1132         and sends to (KARTMAN7) 592
(SWIROFF) 925                      does not trade
(SWIROFF) 926          receives (KOMIX) 1594           and sends to (OSTRY) 196
(SWIROFF) 927                      does not trade
(SWIROFF) 929          receives (LUKASHI) 613          and sends to (CHESTER1983) 1008
(SWIROFF) 930                      does not trade
(SWIROFF) 932                      does not trade
(SWIROFF) 933          receives (KONRADSTPN) 1684      and sends to (BLEBOK) 852
(SWIROFF) 934                      does not trade
(SWIROFF) 935          receives (BOGAS_9) 1657         and sends to (CORRAN) 441
(SWONICK) 1754                     does not trade
(SWONICK) 1755         receives (CHESTER1983) 1008     and sends to (BAAKA) 352
(SWONICK) 1769         receives (STACHUSTACH187) 1136  and sends to (PUSHEENEIRO) 804
(SWONICK) 1771                     does not trade
(SWONICK) 1773                     does not trade
(SWONICK) 1786                     does not trade
(SWONICK) 1837                     does not trade
(SWONICK) 1843                     does not trade
(SWONICK) 1844         receives (APIEJH) 1647          and sends to (FPS_PYZ) 1731
(SWONICK) 1847         receives (POLO15) 728           and sends to (ZGREDZIO13) 1779
(SWONICK) 1854                     does not trade
(SWONICK) 1855                     does not trade
(SWONICK) 1857                     does not trade
(SWONICK) 1860         receives (BOGAS_9) 1652         and sends to (MDROZDZIOK9595) 938
(SWONICK) 1861         receives (PUSHEENEIRO) 836      and sends to (PANCOR) 2319
(SWONICK) 1865         receives (PATROL1Q) 1426        and sends to (KROMKA) 539
(SWONICK) 2634                     does not trade
(SWONICK) 2636                     does not trade
(SWONICK) 2638         receives (MADZIALENA7) 2101     and sends to (JAKUBWAKIEC) 1540
(SYDONIAA) 1                       does not trade
(SYDONIAA) 10                      does not trade
(SYDONIAA) 12                      does not trade
(SYDONIAA) 1881                    does not trade
(SYDONIAA) 1885                    does not trade
(SYDONIAA) 1887                    does not trade
(SYDONIAA) 1889                    does not trade
(SYDONIAA) 1890        receives (FIZOLOF) 2053         and sends to (LISEK2000) 1577
(SYDONIAA) 1895                    does not trade
(SYDONIAA) 2                       does not trade
(SYDONIAA) 2190                    does not trade
(SYDONIAA) 26                      does not trade
(SYDONIAA) 3                       does not trade
(SYDONIAA) 35                      does not trade
(SYDONIAA) 47          receives (DIBBLER) 568          and sends to (SZAFARCZYK5) 266
(SYDONIAA) 56                      does not trade
(SYDONIAA) 58                      does not trade
(SYDONIAA) 63          receives (NUMERNABIS) 1924      and sends to (ALUCARD8282) 992
(SYDONIAA) 9           receives (FPS_PYZ) 2029         and sends to (BREGORZ) 1423
(SZAFARCZYK5) 249                  does not trade
(SZAFARCZYK5) 266      receives (SYDONIAA) 47          and sends to (BIGBADSHEEP) 1663
(SZAFARCZYK5) 277                  does not trade
(SZAFARCZYK5) 287      receives (JACEKBARBER) 1041     and sends to (WUJEK2114) 1990
(SZAFARCZYK5) 291      receives (XENIR) 694            and sends to (BAAKA) 368
(SZAFARCZYK5) 293      receives (RYSKAL) 1152          and sends to (ITSTHISGUYAGAIN) 1224
(SZAFARCZYK5) 301                  does not trade
(SZAFARCZYK5) 302      receives (COOL_MAX) 18          and sends to (DEEDO72) 2093
(SZAFARCZYK5) 304                  does not trade
(SZAFARCZYK5) 305                  does not trade
(SZAFARCZYK5) 306      receives (PANCOR) 2319          and sends to (BAAKA) 354
(SZCZEPAN89) 1129                  does not trade
(SZCZEPAN89) 4         receives (WUJEK2114) 1990       and sends to (BARTMAN71) 1713
(SZCZEPAN89) 5                     does not trade
(SZCZEPAN89) 6         receives (PALMEREX) 1850        and sends to (KORPOREJSZYN) 1108
(SZCZEPAN89) 8         receives (ANAMAN) 1135          and sends to (QUEZZLE) 314
(SZEPCZ) 2412                      does not trade
(SZEPCZ) 2430                      does not trade
(SZUKASZ) 382                      does not trade
(SZUKASZ) 384                      does not trade
(SZUKASZ) 385                      does not trade
(SZUKASZ) 386                      does not trade
(SZUKASZ) 387          receives (LADZIK) 2353          and sends to (MDROZDZIOK9595) 1181
(SZUKASZ) 388                      does not trade
(SZUKASZ) 391                      does not trade
(SZUTEK) 818                       does not trade
(SZUTEK) 819           receives (PUSHEENEIRO) 813      and sends to (POLO15) 727
(SZUTEK) 820                       does not trade
(SZUTEK) 822           receives (AGAMEMNONXD) 2263     and sends to (PAGA54) 954
(TAJKOON) 2366                     does not trade
(TAJKOON) 576                      does not trade
(TAJKOON) 577                      does not trade
(TAJKOON) 578                      does not trade
(TAJKOON) 579                      does not trade
(TAJKOON) 580          receives (COMFORT EAGLE) 863    and sends to (BAARTOSZZ) 2612
(TAJKOON) 581                      does not trade
(TAJKOON) 582                      does not trade
(TAMARAPL) 1124                    does not trade
(TAMARAPL) 1125                    does not trade
(TAMARAPL) 1126        receives (STONEROCK) 875        and sends to (GRAFI1984) 2067
(TENCZ) 1886                       does not trade
(TENCZ) 1888                       does not trade
(TENCZ) 1891                       does not trade
(TENCZ) 1898                       does not trade
(TENCZ) 1933                       does not trade
(TH13TEEN) 1324                    does not trade
(TH13TEEN) 1325                    does not trade
(TH13TEEN) 1336        receives (KARTMAN7) 983         and sends to (UNKNOWN0) 466
(TH13TEEN) 1337        receives (BLEBOK) 828           and sends to (ANOPTICHTYS) 1619
(TH13TEEN) 1338        receives (YACSZUR) 2350         and sends to (GRIMCLASH) 1232
(TH13TEEN) 1339        receives (PUSHEENEIRO) 2493     and sends to (GRAFI1984) 2065
(TH13TEEN) 1340        receives (WOOL_F) 2398          and sends to (MDROZDZIOK9595) 1185
(TH13TEEN) 1341                    does not trade
(TOMAX22) 1963                     does not trade
(TOPBGG) 1845          receives (VORONWE) 878          and sends to (APRIEL) 906
(TOPBGG) 1846          receives (ASPENNR) 286          and sends to (REIGNX) 2298
(TOPBGG) 1848                      does not trade
(TOPBGG) 1849                      does not trade
(TOPBGG) 1851                      does not trade
(TOPBGG) 1852          receives (REIGNX) 2298          and sends to (PUSHEENEIRO) 832
(TOPBGG) 1853                      does not trade
(TOPBGG) 1856                      does not trade
(TRINGA) 1127          receives (GABENS29) 208         and sends to (RHINO055) 2198
(TRINGA) 1128          receives (BAAKA) 704            and sends to (XEROPHINE) 1935
(TRINGA) 1868                      does not trade
(TRINGA) 623                       does not trade
(TRINGA) 624           receives (PANCOR) 2321          and sends to (KOMIX) 1589
(TRINGA) 626                       does not trade
(TRINGA) 627                       does not trade
(TRINGA) 628                       does not trade
(TRINGA) 629                       does not trade
(TRINGA) 631                       does not trade
(TRINGA) 632                       does not trade
(TRINGA) 633           receives (ROPSONIK) 1564        and sends to (REVACHOLIAN) 551
(TRINGA) 634                       does not trade
(TRINGA) 635                       does not trade
(TRINGA) 636                       does not trade
(TRINGA) 637                       does not trade
(TRINGA) 638                       does not trade
(TRINGA) 639           receives (GRUNWALD) 489         and sends to (GRUNWALD) 489
(TRINGA) 640                       does not trade
(TRINGA) 641                       does not trade
(TRINGA) 642                       does not trade
(TRINGA) 643                       does not trade
(TRINGA) 644                       does not trade
(TRINGA) 645                       does not trade
(TRINGA) 646                       does not trade
(TRINGA) 647                       does not trade
(TRINGA) 648                       does not trade
(TRINGA) 649                       does not trade
(TRINGA) 650                       does not trade
(TRINGA) 651                       does not trade
(TRINGA) 652                       does not trade
(TYMOTEUSZ7) 540       receives (MARUDA_24) 1059       and sends to (GRZEG0RZ) 1065
(TYMOTEUSZ7) 541       receives (PANCOR) 2437          and sends to (PATRYKGALKA) 162
(TYMOTEUSZ7) 542                   does not trade
(TYMOTEUSZ7) 543                   does not trade
(TYMOTEUSZ7) 544       receives (KLANCYG) 1911         and sends to (CHRAPASZCZ) 316
(TYMOTEUSZ7) 545                   does not trade
(UNKNOWN0) 1858                    does not trade
(UNKNOWN0) 450         receives (SCRABER) 981          and sends to (AURELIX85) 1286
(UNKNOWN0) 457         receives (PANCOR) 2480          and sends to (SHADOWA) 1973
(UNKNOWN0) 458         receives (KARTMAN7) 984         and sends to (PUSHEENEIRO) 833
(UNKNOWN0) 459         receives (MDROZDZIOK9595) 936   and sends to (PEPER777) 963
(UNKNOWN0) 460                     does not trade
(UNKNOWN0) 461                     does not trade
(UNKNOWN0) 463                     does not trade
(UNKNOWN0) 465         receives (CORRAN) 441           and sends to (REEVS) 2568
(UNKNOWN0) 466         receives (TH13TEEN) 1336        and sends to (DEEDO72) 2076
(VAGABOOOND) 2177      receives (PATRYKGALKA) 1190     and sends to (KUSIEN) 1265
(VAGABOOOND) 2178                  does not trade
(VDER) 2096            receives (BAARTOSZZ) 2352       and sends to (RYSKA) 1033
(VDER) 2099                        does not trade
(VDER) 2100                        does not trade
(VDER) 2102            receives (HELBENTFORLEDER) 618  and sends to (MIDNIGHTJACK) 2486
(VDER) 2106            receives (GRAFI1984) 2065       and sends to (KORPOREJSZYN) 1114
(VDER) 2107            receives (QUEZZLE) 314          and sends to (BARTMAN71) 1702
(VENOSTHE) 231                     does not trade
(VENOSTHE) 232                     does not trade
(VENOSTHE) 233                     does not trade
(VENOSTHE) 234                     does not trade
(VENOSTHE) 235                     does not trade
(VENOSTHE) 236         receives (GRZEG0RZ) 1061        and sends to (XENIR) 691
(VENOSTHE) 237                     does not trade
(VORONWE) 2192                     does not trade
(VORONWE) 2199                     does not trade
(VORONWE) 2204                     does not trade
(VORONWE) 877                      does not trade
(VORONWE) 878          receives (GABENS29) 206         and sends to (TOPBGG) 1845
(VORONWE) 880                      does not trade
(VORONWE) 881                      does not trade
(VORONWE) 882                      does not trade
(VORONWE) 888          receives (GRZEG0RZ) 1065        and sends to (KONRADSTPN) 1684
(VORONWE) 894          receives (SAWMODY) 349          and sends to (PATRYKGALKA) 61
(VOYDEN) 103                       does not trade
(VOYDEN) 104                       does not trade
(VOYDEN) 105                       does not trade
(VOYDEN) 107                       does not trade
(VOYDEN) 108                       does not trade
(VOYDEN) 110                       does not trade
(VOYDEN) 111           receives (FPS_PYZ) 2025         and sends to (BJOZWIAK) 2289
(VOYDEN) 112           receives (AGAMEMNONXD) 2276     and sends to (MIKOLAJ1110) 1560
(VOYDEN) 114                       does not trade
(VOYDEN) 115                       does not trade
(VOYDEN) 116                       does not trade
(VOYDEN) 119                       does not trade
(VOYDEN) 121                       does not trade
(VOYDEN) 122                       does not trade
(VOYDEN) 123                       does not trade
(VOYDEN) 124                       does not trade
(VOYDEN) 125                       does not trade
(VOYDEN) 126                       does not trade
(VOYDEN) 127                       does not trade
(VOYDEN) 128           receives (HELLOWEEN85) 855      and sends to (RAZUL) 2160
(VOYDEN) 129                       does not trade
(VOYDEN) 130                       does not trade
(VOYDEN) 1310                      does not trade
(VOYDEN) 1311                      does not trade
(VOYDEN) 134           receives (CHRAPASZCZ) 316       and sends to (PUSHEENEIRO) 2493
(VOYDEN) 136                       does not trade
(VOYDEN) 139                       does not trade
(VOYDEN) 140           receives (KOMIX) 1598           and sends to (PUSHEENEIRO) 836
(VOYDEN) 143                       does not trade
(VOYDEN) 144                       does not trade
(VOYDEN) 146           receives (SHAKQ) 2341           and sends to (RAZUL) 2171
(VOYDEN) 148                       does not trade
(VOYDEN) 155                       does not trade
(WAGNER123) 397        receives (RALFMARK) 1774        and sends to (RAISTLINJEDYNY) 1249
(WAGNER123) 398        receives (GRZECHOO104) 2047     and sends to (KORPOREJSZYN) 1115
(WAMPIK) 1478                      does not trade
(WAMPIK) 1479                      does not trade
(WAMPIK) 656                       does not trade
(WAMPIK) 657                       does not trade
(WARENHARI) 467                    does not trade
(WARENHARI) 468                    does not trade
(WARENHARI) 469                    does not trade
(WARENHARI) 470                    does not trade
(WARENHARI) 471                    does not trade
(WARENHARI) 472        receives (RODAN77) 957          and sends to (PATRYKGALKA) 160
(WARENHARI) 928        receives (PIZZACHIP) 750        and sends to (LEINADUS) 1871
(WARRTAIN) 1172        receives (LISEK2000) 1577       and sends to (ELPRZYBYLLO) 1270
(WARRTAIN) 1173                    does not trade
(WARRTAIN) 1174                    does not trade
(WARRTAIN) 1175                    does not trade
(WARRTAIN) 1176                    does not trade
(WARRTAIN) 1177                    does not trade
(WARRTAIN) 1178                    does not trade
(WOJCIECHS) 1643                   does not trade
(WOJCIECHS) 1644       receives (PATRYKGALKA) 61       and sends to (ANIAW89) 476
(WOJCIECHS) 1645                   does not trade
(WOJCIECHS) 1646                   does not trade
(WOOL_F) 2374                      does not trade
(WOOL_F) 2377          receives (RAISTLINJEDYNY) 1249  and sends to (DIBBLER) 569
(WOOL_F) 2386                      does not trade
(WOOL_F) 2387          receives (ELPRZYBYLLO) 1269     and sends to (DENINIS) 525
(WOOL_F) 2388                      does not trade
(WOOL_F) 2389                      does not trade
(WOOL_F) 2398          receives (REVACHOLIAN) 550      and sends to (TH13TEEN) 1340
(WOOL_F) 2414                      does not trade
(WOOL_F) 2434                      does not trade
(WOOL_F) 2460                      does not trade
(WUJEK2114) 1986                   does not trade
(WUJEK2114) 1989       receives (PAWLIK) 664           and sends to (PIZZACHIP) 982
(WUJEK2114) 1990       receives (SZAFARCZYK5) 287      and sends to (SZCZEPAN89) 4
(WUJEK2114) 1995                   does not trade
(WUJEK2114) 1998                   does not trade
(WUJEK2114) 2001                   does not trade
(XENIR) 691            receives (VENOSTHE) 236         and sends to (MADZIALENA7) 2101
(XENIR) 692            receives (DENINIS) 501          and sends to (PIZZACHIP) 750
(XENIR) 693            receives (KURUNIR) 690          and sends to (PATRYKGALKA) 167
(XENIR) 694            receives (COOL_MAX) 23          and sends to (SZAFARCZYK5) 291
(XENIR) 695                        does not trade
(XENIR) 696            receives (HELLOWEEN85) 853      and sends to (ISKRANAPROCHY) 1770
(XENIR) 697            receives (BORYSX) 1083          and sends to (MARUDA_24) 1049
(XEROPHINE) 1934       receives (RENEG8D) 2187         and sends to (ANOPTICHTYS) 1623
(XEROPHINE) 1935       receives (TRINGA) 1128          and sends to (MARSJANKA) 1900
(XEROPHINE) 1936                   does not trade
(XEROPHINE) 1937                   does not trade
(XEROPHINE) 1938                   does not trade
(XEROPHINE) 1939                   does not trade
(XEROPHINE) 2184                   does not trade
(XEROPHINE) 2185                   does not trade
(XEROPHINE) 2186                   does not trade
(XEROPHINE) 2188                   does not trade
